BOR;AN;FI;RS;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2020;860010321;POLYCLINIQUE DE POITIERS;860010313;GEN;168;350;1;IAO;14303;1359;2232;2132;489;87;;;;;;;;;;;4;1464;569;186;410;0;1
URGENCES2;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;GEN;506;1109;1;IAOMAO;39626;7186;749;14754;3383;93;163;134;0;0;0;0;1568;457;4;;11;4026;5803;1272;5781;1;1
URGENCES2;2020;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;GEN;168;284;1;IAO;12307;1961;2817;2879;1045;73;9;8;0;;;;;;;;3;1098;1636;677;1060;1;
URGENCES2;2020;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870000031;GEN;168;168;0;;8268;1565;1241;1660;;;;;;;;;396;;;;2;732;411;65;377;1;1
URGENCES2;2020;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;GEN;252;860;1;IAO;24140;2933;1551;6703;1743;70;;;;;;;;;;;6;2190;1737;1236;551;;
URGENCES2;2020;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;PED;210;489;1;IAOMAO;18680;;;;;;;;;;;;;;;2760;6;2196;1209;473;759;;
URGENCES2;2020;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;GEN;458;840;1;IAO;29927;4259;7807;5109;1793;733;;;;;;;1472;;;;6;2190;4918;1235;4143;1;
URGENCES2;2020;880000047;CENTRE HOSPITALIER DE SAINT-DIE;880780077;GEN;336;588;1;IAO;26329;4199;4482;6264;2265;555;;;;;;;776;140;45;;6;2196;2129;708;1577;1;
URGENCES2;2020;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;GEN;336;416;0;;15080;2337;2632;5000;1669;392;;;;;;;192;25;20;;4;1464;1391;463;1063;1;1
URGENCES2;2020;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;GEN;406;574;1;IAO;21990;2879;4552;5082;1658;689;;;;;;;;;;;4;;1369;401;1088;1;1
URGENCES2;2020;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880007299;GEN;168;262;0;;7750;891;1295;1354;471;39;;;;;;;48;7;6;;2;732;481;225;261;1;1
URGENCES2;2020;890975527;CH AUXERRE;890000037;GEN;850;812;1;IAO;35492;;;8022;;;1;;;;;;567;;;;11;4015;2616;618;2615;;
URGENCES2;2020;890975527;CH AUXERRE;890000037;PED;168;373;1;IAO;8902;;;;;;;;;;;;;;;1147;3;1095;450;335;131;;
URGENCES2;2020;890975535;CH AVALLON;890000409;GEN;168;235;0;;12005;1305;2121;1698;616;3;;;;;;;371;57;32;;2;732;481;292;218;1;0
URGENCES2;2020;890975543;CH JOIGNY;890000417;GEN;170;350;;;16915;2838;3110;2615;1108;10;0;0;0;0;0;0;0;0;0;;3;1098;873;541;337;1;0
URGENCES2;2020;890975550;CH SENS;890970569;GEN;406;900;1;IAO;31432;3822;10250;7094;2173;68;;;;;;;258;40;;;6;2196;2386;800;1768;1;1
URGENCES2;2020;890975550;CH SENS;890970569;PED;200;252;1;IAO;8117;;;;;;;;;;;;;;;857;;;0;0;0;;
URGENCES2;2020;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;GEN;105;252;1;IAO;9249;1232;1449;1103;621;2;;;;;;;352;;;;2;732;320;136;232;1;1
URGENCES2;2020;900003039;HNFC SITE TREVENANS;900000365;GEN;952;1148;1;IAOMAO;88743;11177;16379;23488;6186;1739;;;;;;;;;;;10;3660;4816;1935;3288;1;1
URGENCES2;2020;910000272;CH D ARPAJON;910110014;GEN;476;630;1;IAO;29558;2208;2874;4749;1272;125;1;;;;;;;;;;3;804;2159;1613;546;1;1
URGENCES2;2020;910000272;CH D ARPAJON;910110014;PED;;;1;IAO;4327;;;;;;;;;;;;;;;736;;;0;0;0;;
URGENCES2;2020;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;GEN;275;424;0;;18964;1220;7168;2349;613;628;;;;;;;;;;;4;1460;1145;278;982;1;1
URGENCES2;2020;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;GEN;402;924;1;IAO;34522;3430;30;6514;1803;1;;;;;;;;;;;11;3244;3412;604;3296;1;1
URGENCES2;2020;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;PED;208;504;1;IAO;18850;;;;;;;;;;;;;;;1785;4;1464;780;237;579;;
URGENCES2;2020;910000306;CH D ORSAY;910110055;GEN;340;588;1;IAO;26278;2607;861;4241;1102;56;;;;;;;;;;;8;2894;1781;382;1605;1;1
URGENCES2;2020;910000306;CH D ORSAY;910110055;PED;216;280;1;IAO;9677;;;;;;;;;;;;;;;588;2;634;124;98;26;;
URGENCES2;2020;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;GEN;231;420;;;22058;2110;3176;3183;1007;68;;;;;;;;;;;5;1825;1676;386;1437;1;1
URGENCES2;2020;910018423;CH DES DEUX VALLEES SITE JUVISY;910110055;GEN;228;924;1;IAO;18525;1507;2663;1765;671;15;;;;;;;;;;;6;1156;1096;293;884;1;1
URGENCES2;2020;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;GEN;956;2269;1;IAO;79124;5122;5863;18656;3135;194;;;;;;;;;;;24;8784;7564;1028;9951;0;1
URGENCES2;2020;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;PED;335;925;1;IAO;17762;;;;;;;;;;;;;;;2405;4;1464;1071;387;817;;
URGENCES2;2020;910300144;CMCO D EVRY;910000447;GEN;168;315;1;IAO;17862;407;;;;;;;;;;;;;;;5;1825;464;205;267;1;1
URGENCES2;2020;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;GEN;326;504;1;IAO;19617;1661;1792;1956;33;15;;;;;;;;;;;6;2190;1696;256;1694;1;0
URGENCES2;2020;910300300;HOPITAL PRIVE DU VAL D YERRES;910000538;GEN;168;252;1;IAO;16514;2595;1512;1846;;;0;;;0;;;0;;;;3;1095;991;659;337;1;0
URGENCES2;2020;910803543;HOPITAL PRIVE CLAUDE GALIEN;910017615;GEN;228;564;1;IAO;27614;2003;5092;;;;;;;;;;;;;;5;1825;934;554;401;1;0
URGENCES2;2020;920000577;CH DE NANTERRE;920110020;GEN;330;609;1;IAO;26033;1119;798;3580;486;18;206;0;7;0;0;0;0;0;0;;4;1189;1196;172;1209;1;1
URGENCES2;2020;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;920026374;GEN;350;250;;;28607;2448;3583;3939;1372;37;2;1;0;0;0;0;539;66;368;;5;1815;2057;410;1854;1;1
URGENCES2;2020;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;920026374;PED;168;204;;;10039;;;;;;;;;;;;;;;1212;1;365;282;201;82;;
URGENCES2;2020;920000619;CH DES QUATRE VILLES SITE ST CLOUD;920009909;GEN;265;344;1;IAO;16846;945;1385;2648;943;29;;;;;;;159;;;;4;1464;1247;204;1320;1;1
URGENCES2;2020;920000643;INSTITUT FRANCO BRITANNIQUE KLEBER;920032505;GEN;383;588;1;IAO;34940;2912;4330;3881;1196;32;;;;;;;367;138;0;;7;2562;2303;208;2678;;
URGENCES2;2020;920000643;INSTITUT FRANCO BRITANNIQUE KLEBER;920032505;PED;218;168;1;IAO;7756;;;;;;;;;;;;;;;261;;;0;0;0;;
URGENCES2;2020;920000650;HOPITAL FOCH;920150059;GEN;520;1436;1;IAO;43602;4755;955;8942;2659;70;43;1;;0;0;0;;;;;5;;1542;254;1543;1;1
URGENCES2;2020;920100013;HU OUEST SITE AMBROISE PARE APHP;750712184;GEN;538;1024;1;IAO;31982;4919;1032;7499;3003;79;;;;;;;;;;;18;6588;5693;1868;3945;1;1
URGENCES2;2020;920100013;HU OUEST SITE AMBROISE PARE APHP;750712184;PED;264;1436;1;IAO;14481;;;;;;;;;;;;;;;1389;4;1464;1391;914;491;;
URGENCES2;2020;920100021;HU PARIS SUD SITE ANTOINE BECLERE APHP;750712184;GEN;516;1176;1;IAO;28973;3826;1245;9208;2778;239;;;;;;;;;;;11;4026;5568;1987;3879;1;1
URGENCES2;2020;920100021;HU PARIS SUD SITE ANTOINE BECLERE APHP;750712184;PED;382;2176;1;IAO;19895;;;;;;;;;;;;;;;2326;6;2196;1674;1113;569;;
URGENCES2;2020;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;GEN;408;840;1;IAO;31245;2534;956;4881;1211;41;0;0;0;0;0;0;859;115;20;;10;3650;3656;652;4130;1;1
URGENCES2;2020;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;GEN;406;1120;1;IAO;30562;2256;1603;1610;1118;100;0;1;;1;;;459;84;25;;10;3660;3230;367;3090;1;1
URGENCES2;2020;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;PED;654;672;1;IAO;38259;;;;;;;;;;;;;;;;9;;1496;550;976;;
URGENCES2;2020;920120011;HIA PERCY;750821092;GEN;336;252;1;IAO;16114;2222;242;3536;1078;19;83;1;;;;;613;331;3;;5;1830;1536;309;1311;1;1
URGENCES2;2020;920300043;HOPITAL PRIVE D ANTONY;920001526;GEN;444;924;1;IAOMAO;59008;3170;6779;;;;;;;;;;;;;;11;4026;2200;87;2744;1;0
URGENCES2;2020;920300597;CLINIQUE DE MEUDON LA FORET;920000940;GEN;168;175;1;IAO;14428;1611;2088;783;271;26;3;1;0;0;0;0;82;23;3;;3;1098;736;702;36;1;1
URGENCES2;2020;930000286;GHI LE RAINCY MONTFERMEIL;930021480;GEN;518;1008;1;IAO;36400;3992;3727;6203;2135;71;3;2;0;0;0;0;613;44;26;;5;1825;372;105;344;1;0
URGENCES2;2020;930000286;GHI LE RAINCY MONTFERMEIL;930021480;PED;39;163;1;IAO;6846;;;;;;;;;;;;;;;884;;;0;0;0;;
URGENCES2;2020;930000302;CHI ANDRE GREGOIRE;930110036;GEN;450;840;1;IAO;40841;3382;4579;4941;1556;4512;0;0;0;0;0;0;264;39;18;;9;3104;2154;181;2346;0;1
URGENCES2;2020;930000302;CHI ANDRE GREGOIRE;930110036;PED;168;168;1;IAO;12454;;;;;;;;;;;;;;;1375;3;1026;88;11;115;;
URGENCES2;2020;930000328;CH GENERAL DELAFONTAINE;930110051;GEN;44;36;1;IAO;50392;2472;1573;4858;1084;77;4;4;;;;;;;;;8;2928;1685;685;1182;;
URGENCES2;2020;930000328;CH GENERAL DELAFONTAINE;930110051;PED;44;36;1;IAO;21577;;;;;;;;;;;;;;;2279;7;2562;1356;603;840;;
URGENCES2;2020;930000336;CHI ROBERT BALLANGER;930110069;GEN;1552;2164;1;IAO;57735;3156;18164;13113;1741;1730;400;7;7;0;;;0;;;;11;4015;2954;377;4051;0;
URGENCES2;2020;930000336;CHI ROBERT BALLANGER;930110069;PED;336;202;;;18164;;;;;;;;;;;;;;;1768;;;0;0;0;;
URGENCES2;2020;930100037;HU PARIS SITE AVICENNE APHP;750712184;GEN;564;2016;1;IAO;36783;3714;1103;8050;2042;;;;;;;;1361;;;;12;4094;4159;510;4774;;
URGENCES2;2020;930100045;HU PARIS SITE JEAN VERDIER APHP;750712184;GEN;398;756;1;IAO;33199;1473;3711;;53;;;;;;;;;;;;10;2896;2358;523;2550;;
URGENCES2;2020;930100045;HU PARIS SITE JEAN VERDIER APHP;750712184;PED;405;721;1;IAO;22327;;;;;;;;;;;;;;;1657;8;1904;984;181;970;;
URGENCES2;2020;930300025;HOPITAL EUROPEEN LA ROSERAIE;930000393;GEN;252;420;1;IAO;27542;1579;1195;1570;;;;;;;;;;;;;6;2196;2402;1426;1036;1;1
URGENCES2;2020;930300066;HOPITAL PRIVE DE L EST PARISIEN;930000401;GEN;252;420;1;IAO;25924;1472;2353;1755;452;30;;;;;;;;;;;4;1464;6;2;10;1;1
URGENCES2;2020;930300082;CENTRE MEDICO CHIRURGICAL FLOREAL;930000419;GEN;275;280;1;IAO;26424;2101;6906;4505;675;137;;;;;;;;;;;0;;1;1;0;1;1
URGENCES2;2020;930300116;HOPITAL PRIVE DE LA SEINE SAINT DENIS;930000427;GEN;280;420;1;IAO;25869;1098;2374;1550;309;20;;;;;;;303;33;25;;3;1095;26;20;6;1;1
URGENCES2;2020;930300553;CLINIQUE DE L ESTREE;930000633;GEN;252;494;1;IAO;39112;1250;6652;;;;;;;;;;15;3;2;;7;2555;5072;4554;580;1;1
URGENCES2;2020;930300595;HOPITAL PRIVE DU VERT GALANT;930000658;GEN;252;310;1;IAO;31593;1253;5810;2285;260;136;;;;;;;;;;;4;1460;98;15;88;;
URGENCES2;2020;940000573;CHI DE CRETEIL;940110018;GEN;534;1512;1;IAO;56055;;;11800;;;;;;;;;;;;;12;4380;4444;817;4413;0;1
URGENCES2;2020;940000573;CHI DE CRETEIL;940110018;PED;489;512;1;IAO;28147;;;;;;;;;;;;;;;3903;4;1460;747;231;531;;
URGENCES2;2020;940000599;CHI LUCIE ET RAYMOND AUBRAC;940110042;GEN;820;1092;1;IAO;59275;4770;1895;12120;2455;13;;;;;;;;;;;11;;3999;984;3523;;
URGENCES2;2020;940000599;CHI LUCIE ET RAYMOND AUBRAC;940110042;PED;168;346;1;IAO;18698;;;;;;;;;;;;;;;1713;7;2562;783;291;535;;
URGENCES2;2020;940000649;HOPITAL SAINT CAMILLE;940150014;GEN;658;1092;1;IAO;40997;4906;1504;11081;3220;157;;;;;;;;;;;12;4380;10658;3531;8617;1;1
URGENCES2;2020;940000649;HOPITAL SAINT CAMILLE;940150014;PED;329;588;1;IAO;23755;;;;;;;;;;;;;;;2254;6;2190;1409;1029;384;;
URGENCES2;2020;940100027;HU HENRI MONDOR SITE HENRI MONDOR APHP;750712184;GEN;701;1370;1;IAO;57042;6226;992;12415;3496;79;30;0;;;;;920;81;11;;16;5856;11302;3338;9001;1;1
URGENCES2;2020;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP;750712184;GEN;1056;1344;1;IAO;53363;5352;1379;10974;2989;91;21;;;;;;846;44;26;;21;7686;7528;788;10855;1;1
URGENCES2;2020;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP;750712184;PED;530;1476;1;IAO;24100;;;;;;;;;;;;;;;2623;10;3660;2306;564;1843;;
URGENCES2;2020;940120017;HIA BEGIN;750821092;GEN;320;728;1;IAO;24286;2850;362;4996;1529;32;8;;;;;;192;;;;8;2928;2692;757;2011;1;1
URGENCES2;2020;940300031;HOPITAL PRIVE PAUL D EGINE;940000706;GEN;266;733;1;IAO;15788;402;132;3019;;;;;;;;;;;;;7;2555;504;157;378;1;1
URGENCES2;2020;940300270;HOPITAL PRIVE ARMAND BRILLARD;940000771;GEN;264;386;1;IAO;19356;1825;3085;;;;;;;;;;;;;;4;1464;360;43;350;1;1
URGENCES2;2020;940300445;CLINIQUE DU SUD;940000854;GEN;168;455;1;IAO;16823;721;2707;1791;;;6;;;;;;;;;;3;1095;298;210;97;1;1
URGENCES2;2020;940300569;HOPITAL PRIVE DE VITRY SITE PASTEUR;940000912;GEN;231;588;0;;19754;570;1130;;;;;;;;;;;;;;4;1460;336;227;125;1;1
URGENCES2;2020;950000307;CH VICTOR DUPOUY;950110015;GEN;1176;2184;1;IAO;67843;5210;;14570;2778;;157;7;;;;;493;54;;;14;5110;4431;1852;3532;;1
URGENCES2;2020;950000307;CH VICTOR DUPOUY;950110015;PED;230;186;1;IAO;21001;;;;;;;;;;;;;;;1387;2;730;405;279;127;;
URGENCES2;2020;950000315;GH CARNELLE PORTES OISE SITE BEAUMONT;950001370;GEN;408;840;1;IAO;27826;2182;7675;4301;1374;419;924;1;0;;;;;;;;6;2196;2202;442;2058;1;1
URGENCES2;2020;950000323;GHEM SIMONE VEIL SITE EAUBONNE;950013870;GEN;836;1512;1;IAOMAO;49327;6196;5075;5043;1678;59;344;60;7;45;34;0;1104;321;49;;17;6205;3580;867;4157;1;1
URGENCES2;2020;950000323;GHEM SIMONE VEIL SITE EAUBONNE;950013870;PED;168;504;1;IAO;14854;;;;;;;;;;;;;;;1895;2;730;712;474;242;;
URGENCES2;2020;950000331;CH GENERAL DE GONESSE;950110049;GEN;300;840;1;IAO;51914;3446;5675;6207;1572;34;605;4;0;0;0;0;767;95;12;;10;3660;2261;196;2355;1;0
URGENCES2;2020;950000331;CH GENERAL DE GONESSE;950110049;PED;156;672;1;IAO;20353;;;;;;;;;;;;;;;2765;6;2196;1107;623;493;;
URGENCES2;2020;950000349;GHI DU VEXIN SITE MAGNY;950015289;GEN;208;168;0;;9523;548;2613;754;320;5;;;;;;;;;;;2;732;312;168;166;0;0
URGENCES2;2020;950000364;CH RENE DUBOS;950110080;GEN;783;1176;1;IAO;48380;4691;5870;9025;2229;217;14;2;0;;;;;;;;17;6222;2385;523;2656;0;1
URGENCES2;2020;950000364;CH RENE DUBOS;950110080;PED;164;686;1;IAO;17914;;;;;;;;;;;;;;;2751;5;1830;532;392;141;;
URGENCES2;2020;950300244;CHP SAINTE MARIE;950000539;GEN;228;472;1;IAO;31636;1232;7187;1801;;;;;;;;;;;;;4;1464;369;156;218;1;0
URGENCES2;2020;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;GEN;222;349;1;IAO;20082;;;1273;;;14;;;;;;124;;;;8;2920;675;461;298;1;0
URGENCES2;2020;950807982;CLINIQUE CLAUDE BERNARD;950001636;GEN;288;504;1;IAO;24773;2046;4137;1503;380;46;;;;;;;161;41;9;;4;1460;795;662;134;1;1
URGENCES2;2020;970100392;CENTRE HOSPITALIER DE LA BASSE -TERRE;970100178;GEN;420;616;1;IAOMAO;21881;1457;4538;2179;;;;;;;;;;;;;8;2460;1426;94;1775;1;1
URGENCES2;2020;970100400;C.H. LOUIS CONSTANT FLEMING;970100186;GEN;48;39;1;IAO;13891;341;4102;2897;256;498;177;;;;;;;;;;2;730;660;137;726;1;1
URGENCES2;2020;970100426;C.H. STE MARIE;970100202;GEN;336;504;1;IAO;6232;616;3019;778;;;;;;;;;217;;;;4;1464;755;461;633;1;1
URGENCES2;2020;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;GEN;;;1;IAOMAO;44403;3189;1474;11291;;;;;;;;;;;;;10;3660;3646;535;4294;1;1
URGENCES2;2020;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;PED;;;1;IAOMAO;13874;;;;;;;;;;;;;;;2427;6;2196;1502;381;1380;;
URGENCES2;2020;970107249;CLINIQUE -LES EAUX CLAIRES-;970100731;GEN;182;312;1;IAO;24473;1964;1865;2632;;;;;;;;;312;;;;7;2555;2137;1574;610;1;1
URGENCES2;2020;970211215;CHU DE MARTINIQUE SITE P.ZOBDA QUITMAN;970211207;GEN;924;1502;1;IAOMAO;47794;;;15543;;;;;;;;;;;;;19;;3287;915;2734;0;1
URGENCES2;2020;970211223;CHU DE MARTINIQUE SITE DE TRINITE;970211207;GEN;480;658;0;IAO;14850;2429;788;;;;;;;;;;;;;;5;1830;2259;1327;951;0;1
URGENCES2;2020;970211256;CHU DE MARTINIQUE SITE MERE ENFANT;970211207;PED;273;336;1;IAO;23007;;;;;;;;;;;;;;;3195;3;1098;1208;781;441;;
URGENCES2;2020;970300026;CENTRE HOSPITALIER DE CAYENNE;970302022;GEN;644;1344;1;IAOMAO;40751;1036;12201;6483;457;1305;520;0;57;;;;54;;;;12;4380;1197;45;2562;0;1
URGENCES2;2020;970300083;CENTRE HOSPITALIER -FRANCK-JOLY-;970302121;GEN;476;756;1;IAO;35373;224;10031;10562;133;1578;;;;;;;;;;;6;2190;885;29;2127;;
URGENCES2;2020;970305637;CENTRE HOSPITALIER INTERCOM DE KOUROU;970305629;GEN;420;420;1;IAO;16172;151;4048;2494;131;570;;;;;;;179;9;36;;5;1825;961;229;974;1;1
URGENCES2;2020;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;GEN;446;975;1;IAOMAO;30241;2723;2046;5743;1136;98;1;1;;;;;;;;;13;4758;5251;1599;3869;;
URGENCES2;2020;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;PED;189;336;1;IAO;7520;;;;;;;;;;;;;;;2082;6;2196;1297;327;1068;;
URGENCES2;2020;970400057;CHU SITE SUD (SAINT PIERRE);970408589;GEN;485;1176;1;IAO;42278;5100;2346;;;;;;;;;;;;;;19;6954;7273;2387;5663;1;
URGENCES2;2020;970400057;CHU SITE SUD (SAINT PIERRE);970408589;PED;;;1;IAO;10094;;;;;;;;;;;;;;;2691;4;1464;580;204;393;;
URGENCES2;2020;970400065;CH OUEST REUNION;970421038;GEN;450;903;1;IAO;30449;2820;9;10602;1869;1;;;;;;;1267;28;;;7;2562;4220;871;3568;1;1
URGENCES2;2020;970400065;CH OUEST REUNION;970421038;PED;54;336;1;IAO;8926;;;;;;;;;;;;;;;2583;4;1460;1884;1247;659;;
URGENCES2;2020;970400073;GHER (SAINT-BENOIT);970403606;GEN;168;33;1;IAO;26596;1791;5487;7478;1119;679;1;1;0;;;;683;30;121;;8;2193;4520;1831;2788;0;1
URGENCES2;2020;980500011;CHM;980500003;GEN;744;1321;1;IAOMAO;46355;430;19301;8559;245;3374;;;;;;;;;;;16;5840;4474;727;6831;0;1
